ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-01-06T14:15:42Z,31k4xbqhsw7unisqoe62lohjknma,ios,154275,IN,106.197.9.194,unknown,Zehen,Mitraz,Zehen,spotify:track:15Hh48XELbgkS3HQUC2hUq,,,,clickrow,trackdone,False,False,False,1673014387,False
2023-01-06T14:16:23Z,31k4xbqhsw7unisqoe62lohjknma,ios,39832,IN,106.197.9.194,unknown,Mehboob,Mitraz,Zehen,spotify:track:1rkFgJvUIf3ZWbK6CC0PD3,,,,trackdone,endplay,False,True,False,1673014542,False
2023-01-06T14:19:00Z,31k4xbqhsw7unisqoe62lohjknma,ios,156680,IN,106.197.9.194,unknown,Enna Sona,Mitraz,Enna Sona,spotify:track:3FZBGD1Dosgw8hsTtrDmTn,,,,clickrow,endplay,False,True,False,1673014583,False
2023-01-06T14:21:24Z,31k4xbqhsw7unisqoe62lohjknma,ios,140805,IN,106.197.9.194,unknown,Teri Rahaan,Mitraz,Teri Rahaan,spotify:track:0I992UALF2J87fD6FFzuM0,,,,trackdone,endplay,False,True,False,1673014741,False
2023-01-06T14:24:29Z,31k4xbqhsw7unisqoe62lohjknma,ios,168642,IN,106.197.9.194,unknown,Lage Nahi Man,Vismay Patel,Lage Nahi Man,spotify:track:6sdird6R3Bl7KXbCXpnPVy,,,,clickrow,endplay,False,True,False,1673014897,False
2023-01-06T14:30:31Z,31k4xbqhsw7unisqoe62lohjknma,ios,198000,IN,106.197.3.169,unknown,Main Toh Chala,Vismay Patel,Main Toh Chala,spotify:track:5DWEL5TPHgaLaUUh26K1Wc,,,,playbtn,endplay,False,True,False,1673015188,False
2023-01-06T14:34:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,216107,IN,106.197.3.169,unknown,Dariya,Vismay Patel,Dariya,spotify:track:6pvpFQ2jaI6oXAswo3GSUW,,,,trackdone,trackdone,False,False,False,1673015432,False
2023-01-06T14:39:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,240914,IN,106.197.3.169,unknown,Humse Khafa,Suzonn,Humse Khafa,spotify:track:5JbvDBWAFvOnlr53Q9cD5P,,,,trackdone,trackdone,False,False,False,1673015718,False
2023-01-06T14:40:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,58325,IN,49.37.88.204,unknown,Kahan Woh Din Gaye,Dream Note,Girgit Damroo And The Good Trip,spotify:track:5udGjYNG57hYIUD61rfcGL,,,,trackdone,unexpected-exit-while-paused,False,False,False,1673015960,False
2023-01-07T07:15:17Z,31k4xbqhsw7unisqoe62lohjknma,ios,67328,IN,49.37.88.204,unknown,Kahan Woh Din Gaye,Dream Note,Girgit Damroo And The Good Trip,spotify:track:5udGjYNG57hYIUD61rfcGL,,,,appload,fwdbtn,False,True,False,1673075639,False
2023-01-07T07:16:10Z,31k4xbqhsw7unisqoe62lohjknma,ios,53311,IN,49.37.88.204,unknown,Aisi Raaton,Anupam Roy,Aisi Raaton,spotify:track:0RSGPiykniIg8m7JhiAVv7,,,,fwdbtn,fwdbtn,False,True,False,1673075717,False
2023-01-07T07:17:30Z,31k4xbqhsw7unisqoe62lohjknma,ios,80384,IN,49.37.88.204,unknown,yaadein,Zaeden,Genesis 1:1,spotify:track:0VQWAQY1QD9lGP2zDBSBid,,,,fwdbtn,fwdbtn,False,True,False,1673075771,False
2023-01-07T07:20:41Z,31k4xbqhsw7unisqoe62lohjknma,ios,129411,IN,49.37.88.204,unknown,Milon Chala,Ashu Shukla,Milon Chala,spotify:track:0ZnlE3PfamXPMCsT5wr3sK,,,,trackdone,fwdbtn,False,True,False,1673075882,False
2023-01-07T07:23:34Z,31k4xbqhsw7unisqoe62lohjknma,ios,174545,IN,49.37.88.204,unknown,Pal Behta Jaaye,Vismay Patel,Pal Behta Jaaye,spotify:track:0fIbPMXnTdyuW2UirA9mWQ,,,,fwdbtn,trackdone,False,False,False,1673076042,False
2023-01-07T07:26:13Z,31k4xbqhsw7unisqoe62lohjknma,ios,157777,IN,49.37.88.204,unknown,Kaari,Adarsh Rao,Kaari,spotify:track:6J5ymVSQlrmZ2Y48GYLaoK,,,,trackdone,trackdone,False,False,False,1673076215,False
2023-01-07T07:30:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,216877,IN,49.37.88.204,unknown,Zindagi Ki Goud Mein,Dream Note,Zindagi Ki Goud Mein,spotify:track:0hSjuhADCGdKNi5uIWJheK,,,,trackdone,trackdone,False,False,False,1673076402,False
2023-01-07T07:33:38Z,31k4xbqhsw7unisqoe62lohjknma,ios,199090,IN,49.37.88.204,unknown,Woh Purana Pyar,Suzonn,Woh Purana Pyar,spotify:track:7977HqRRgSuVc9hzJFJvmE,,,,trackdone,trackdone,False,False,False,1673076620,False
2023-01-07T07:36:14Z,31k4xbqhsw7unisqoe62lohjknma,ios,154434,IN,49.37.88.204,unknown,KTMBK,Zaeden,Genesis 1:1,spotify:track:4R8VBRb5nKbEfi1EIA2B7p,,,,trackdone,trackdone,False,False,False,1673076819,False
2023-01-07T07:41:16Z,31k4xbqhsw7unisqoe62lohjknma,ios,272281,IN,49.37.88.204,unknown,Tara,Deepak Rathore Project,Tara,spotify:track:54zn5NDDEeKOVWov1RtXCK,,,,trackdone,trackdone,False,False,False,1673077005,False
2023-01-07T07:46:26Z,31k4xbqhsw7unisqoe62lohjknma,ios,228410,IN,49.37.88.204,unknown,Dil Mera,Vismay Patel,Dil Mera,spotify:track:0ZZT1LS2Y1CkOQqyGTb6tx,,,,trackdone,unexpected-exit-while-paused,False,False,False,1673077277,False
2023-01-08T13:47:33Z,31k4xbqhsw7unisqoe62lohjknma,ios,143850,IN,223.187.220.143,unknown,Pappi Jhappi,Meet Bros.,Pappi Jhappi,spotify:track:5tMipBSvSMeppvepjQnbex,,,,clickrow,endplay,False,True,False,1673172389,False
2023-01-08T13:50:31Z,31k4xbqhsw7unisqoe62lohjknma,ios,178955,IN,223.187.220.143,unknown,Pappi Jhappi,Meet Bros.,Pappi Jhappi,spotify:track:5tMipBSvSMeppvepjQnbex,,,,clickrow,trackdone,False,False,False,1673185654,False
2023-01-08T13:51:50Z,31k4xbqhsw7unisqoe62lohjknma,ios,47391,IN,223.187.220.143,unknown,Thodi Thodi Saans (LoFi Mix) - Single,Meet Bros.,Thodi Thodi Saans (LoFi Mix) - Single,spotify:track:1fSaEr0Yg08fRfvzD3EAk1,,,,trackdone,endplay,False,True,False,1673185862,False
2023-01-08T13:55:02Z,31k4xbqhsw7unisqoe62lohjknma,ios,191770,IN,223.187.220.143,unknown,Lage Nahi Man,Vismay Patel,Lage Nahi Man,spotify:track:6sdird6R3Bl7KXbCXpnPVy,,,,clickrow,trackdone,False,False,False,1673185911,False
2023-01-08T13:56:37Z,31k4xbqhsw7unisqoe62lohjknma,ios,94599,IN,223.187.220.143,unknown,Kabhi Kabhi,Anumita Nadesan,Kabhi Kabhi,spotify:track:2D67rL8nrEWiLug7w2Q6nh,,,,trackdone,endplay,False,True,False,1673186103,False
2023-01-08T13:57:09Z,31k4xbqhsw7unisqoe62lohjknma,ios,30400,IN,223.187.220.143,unknown,Betahasha,Akanksha Bhandari,Betahasha,spotify:track:7D5x7oRRK279Tx3SzJ95it,,,,clickrow,endplay,False,True,False,1673186199,False
2023-01-08T13:58:16Z,31k4xbqhsw7unisqoe62lohjknma,ios,66176,IN,223.187.220.143,unknown,Sanware,Priyansh Srivastava,Sanware,spotify:track:4qBHgJWDMuWhgWwp2FFz7z,,,,clickrow,endplay,False,True,False,1673186230,False
2023-01-08T13:59:57Z,31k4xbqhsw7unisqoe62lohjknma,ios,100849,IN,223.187.222.14,unknown,Raaz Tera Mera,Akanksha Sethi,Raaz Tera Mera,spotify:track:4hGHgXcTOD8BzJKMz062ZN,,,,clickrow,unexpected-exit-while-paused,False,False,False,1673186296,False
2023-01-08T14:43:38Z,31k4xbqhsw7unisqoe62lohjknma,ios,82245,IN,223.176.10.165,unknown,Raaz Tera Mera,Akanksha Sethi,Raaz Tera Mera,spotify:track:4hGHgXcTOD8BzJKMz062ZN,,,,appload,endplay,False,True,False,1673186678,False
2023-01-08T14:48:13Z,31k4xbqhsw7unisqoe62lohjknma,ios,220375,IN,223.176.10.165,unknown,Tu Chodiyon Na,Ronit Vinta,Tu Chodiyon Na,spotify:track:4trQhzRfEN0z5htXvjc5zA,,,,clickrow,trackdone,False,False,False,1673189020,False
2023-01-08T14:48:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,3951,IN,223.176.10.165,unknown,Aaj Na,Ritviz,Mimmi,spotify:track:322TxW77VZdX9gHynK5Xue,,,,trackdone,fwdbtn,False,True,False,1673189294,False
2023-01-08T14:48:22Z,31k4xbqhsw7unisqoe62lohjknma,ios,0,IN,223.176.10.165,unknown,Muskurahat,Mitraz,Muskurahat,spotify:track:6oURWs2pULRYC9JAhLEaw8,,,,fwdbtn,fwdbtn,False,True,False,1673189299,False
2023-01-08T14:48:23Z,31k4xbqhsw7unisqoe62lohjknma,ios,0,IN,223.176.10.165,unknown,Khwaab,Anumita Nadesan,Khwaab,spotify:track:0iEdt7cayQ2XbicDeWFztj,,,,fwdbtn,backbtn,False,True,False,1673189302,False
2023-01-08T14:48:40Z,31k4xbqhsw7unisqoe62lohjknma,ios,16973,IN,223.176.10.165,unknown,Muskurahat,Mitraz,Muskurahat,spotify:track:6oURWs2pULRYC9JAhLEaw8,,,,backbtn,endplay,False,True,False,1673189304,False
2023-01-08T14:52:34Z,31k4xbqhsw7unisqoe62lohjknma,ios,143685,IN,106.203.149.53,unknown,Zehen,Mitraz,Zehen,spotify:track:15Hh48XELbgkS3HQUC2hUq,,,,clickrow,endplay,False,True,False,1673189410,False
2023-01-08T14:53:55Z,31k4xbqhsw7unisqoe62lohjknma,ios,63878,IN,106.203.149.53,unknown,Doorie,Twin Strings,Doorie,spotify:track:1Dc4zs4hnrqbz4pV44uT8g,,,,clickrow,endplay,False,True,False,1673189555,False
2023-01-08T14:58:40Z,31k4xbqhsw7unisqoe62lohjknma,ios,156680,IN,106.203.156.211,unknown,Enna Sona,Mitraz,Enna Sona,spotify:track:3FZBGD1Dosgw8hsTtrDmTn,,,,clickrow,trackdone,False,False,False,1673189635,False
2023-01-08T14:59:34Z,31k4xbqhsw7unisqoe62lohjknma,ios,51381,IN,106.203.156.211,unknown,"Uljhe Hue - From ""Uljhe Hue""",Osho Jain,Uljhe Hue,spotify:track:0tEAGQTo2PXnWFKn99x0a7,,,,trackdone,fwdbtn,False,True,False,1673189921,False
2023-01-08T14:59:35Z,31k4xbqhsw7unisqoe62lohjknma,ios,1718,IN,106.203.156.211,unknown,Intezaar,Lucky Ali,Intezaar,spotify:track:6AlW2ZNQlzIKReQ1CS8J9r,,,,fwdbtn,fwdbtn,False,True,False,1673189974,False
2023-01-08T15:03:17Z,31k4xbqhsw7unisqoe62lohjknma,ios,222400,IN,106.203.156.211,unknown,Woh Saat Din,Raghav Meattle,Woh Saat Din,spotify:track:68kyeHa4UBlqTkwoy9tBHV,,,,fwdbtn,trackdone,False,False,False,1673189976,False
2023-01-08T15:08:40Z,31k4xbqhsw7unisqoe62lohjknma,ios,208888,IN,49.37.88.204,unknown,Tumhare Aane Se,Ashu Shukla,Tumhare Aane Se,spotify:track:6GvEjUmxUoVOMJMPK0STYZ,,,,trackdone,trackdone,False,False,False,1673190198,False
2023-01-27T13:59:23Z,31k4xbqhsw7unisqoe62lohjknma,ios,648208,IN,223.176.10.234,unknown,Mujhe Pyaar Hua tha (Original Soundtrack),Kaifi Khalil,Mujhe Pyaar Hua tha (Original Soundtrack),spotify:track:3DgcF9ItisEssUDPpLwxlD,,,,clickrow,trackdone,False,False,False,1674826275,False
2023-01-27T14:11:35Z,31k4xbqhsw7unisqoe62lohjknma,ios,158447,IN,223.176.10.234,unknown,Alfaazo,Mitraz,Alfaazo,spotify:track:6KvXpACADAz73IPrCgXobL,,,,trackdone,trackdone,False,False,False,1674827995,False
2023-01-27T14:13:00Z,31k4xbqhsw7unisqoe62lohjknma,ios,84822,IN,223.176.10.234,unknown,Tere Laag,Ajit Kale,Tere Laag,spotify:track:2IxYQI0HGbncscFAzz0ZcY,,,,trackdone,trackdone,False,False,False,1674828695,False
2023-01-27T14:14:09Z,31k4xbqhsw7unisqoe62lohjknma,ios,67999,IN,223.176.10.234,unknown,Halka Halka Suroor,Arsh Mohammed,Halka Halka Suroor,spotify:track:6NPkq2zm37C2QK8KFFCIfS,,,,trackdone,trackdone,False,False,False,1674828781,False
2023-01-27T14:15:44Z,31k4xbqhsw7unisqoe62lohjknma,ios,24535,IN,223.176.5.148,unknown,Tera chehra unplugged,Nitin Shukla,Tera chehra unplugged,spotify:track:5Gdm9IjDFObVuuznJ65OP2,,,,trackdone,endplay,False,True,False,1674828849,False
2023-01-27T14:18:21Z,31k4xbqhsw7unisqoe62lohjknma,ios,156680,IN,223.176.5.148,unknown,Enna Sona,Mitraz,Enna Sona,spotify:track:3FZBGD1Dosgw8hsTtrDmTn,,,,clickrow,trackdone,False,False,False,1674828945,False
2023-01-27T14:21:30Z,31k4xbqhsw7unisqoe62lohjknma,ios,158447,IN,49.37.89.198,unknown,Alfaazo,Mitraz,Alfaazo,spotify:track:6KvXpACADAz73IPrCgXobL,,,,trackdone,trackdone,False,False,False,1674829132,False
2023-01-28T06:28:22Z,31k4xbqhsw7unisqoe62lohjknma,ios,217385,IN,49.37.89.198,unknown,Mujhe Pyaar Hua tha (Original Soundtrack),Kaifi Khalil,Mujhe Pyaar Hua tha (Original Soundtrack),spotify:track:3DgcF9ItisEssUDPpLwxlD,,,,clickrow,trackdone,False,False,False,1674887086,False
2023-01-28T06:30:55Z,31k4xbqhsw7unisqoe62lohjknma,ios,120201,IN,49.37.89.198,unknown,Alfaazo,Mitraz,Alfaazo,spotify:track:6KvXpACADAz73IPrCgXobL,,,,trackdone,fwdbtn,False,True,False,1674887333,False
2023-01-28T06:30:58Z,31k4xbqhsw7unisqoe62lohjknma,ios,3477,IN,49.37.89.198,unknown,Tere Laag,Ajit Kale,Tere Laag,spotify:track:2IxYQI0HGbncscFAzz0ZcY,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,1674887455,False
2023-01-28T12:47:10Z,31k4xbqhsw7unisqoe62lohjknma,ios,179551,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,clickrow,endplay,False,True,False,1674909851,False
2023-01-28T12:49:20Z,31k4xbqhsw7unisqoe62lohjknma,ios,124737,IN,223.176.12.255,unknown,Madelyne,gavn!,Madelyne,spotify:track:6Zl92xH7GCIf0s3y4oL9xu,,,,trackdone,endplay,False,True,False,1674910034,False
2023-01-28T13:05:27Z,31k4xbqhsw7unisqoe62lohjknma,ios,241928,IN,223.187.221.186,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,clickrow,endplay,False,True,False,1674910160,False
2023-01-28T13:05:30Z,31k4xbqhsw7unisqoe62lohjknma,ios,1787,IN,223.187.221.186,unknown,Maine Royaan X Baarishein (Lo-Fi Mashup),Hassan Shaikh,Maine Royaan X Baarishein (Lo-Fi Mashup),spotify:track:0ChP2MWECfJMxBUIPcMVzD,,,,clickrow,endplay,False,True,False,1674911128,False
2023-01-28T13:06:24Z,31k4xbqhsw7unisqoe62lohjknma,ios,53405,IN,223.187.221.186,unknown,Snap (Lost Stories X Kimera Recut),Lost Stories,Snap (Lost Stories X Kimera Recut),spotify:track:2hZtkrb8Ur35vsiuVwgrUZ,,,,clickrow,endplay,False,True,False,1674911130,False
2023-01-28T13:24:19Z,31k4xbqhsw7unisqoe62lohjknma,ios,181324,IN,223.187.220.26,unknown,Apna Bana Le,Sachin-Jigar,Bhediya,spotify:track:1zhpW0PLYAhzF3X49GaAOX,,,,clickrow,endplay,False,True,False,1674911185,False
2023-01-28T13:27:43Z,31k4xbqhsw7unisqoe62lohjknma,ios,203384,IN,117.99.212.254,unknown,Reckless,Madison Beer,Reckless,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,,,,clickrow,trackdone,False,False,False,1674912259,False
2023-01-28T13:32:10Z,31k4xbqhsw7unisqoe62lohjknma,ios,163090,IN,117.99.222.254,unknown,fingers crossed,elijah woods,fingers crossed,spotify:track:7jb91qnNv2R1XdrICW4A0y,,,,trackdone,trackdone,False,False,False,1674912493,False
2023-01-28T13:34:51Z,31k4xbqhsw7unisqoe62lohjknma,ios,160790,IN,117.99.222.254,unknown,Like Strangers Do,AJ Mitchell,Like Strangers Do,spotify:track:0Wc6cbF38a90b8wov9V63F,,,,trackdone,trackdone,False,False,False,1674912731,False
2023-01-28T13:35:58Z,31k4xbqhsw7unisqoe62lohjknma,ios,65445,IN,49.37.89.198,unknown,Home for the Summer,Sara Kays,Home for the Summer,spotify:track:14ahZtLV5yKtqQATTfQta0,,,,trackdone,unexpected-exit-while-paused,False,False,False,1674912892,False
2023-01-28T21:20:39Z,31k4xbqhsw7unisqoe62lohjknma,ios,217746,IN,49.37.89.198,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,clickrow,trackdone,False,False,False,1674940622,False
2023-01-28T21:21:22Z,31k4xbqhsw7unisqoe62lohjknma,ios,10316,IN,49.37.89.198,unknown,Flowers,Miley Cyrus,Flowers,spotify:track:0yLdNVWF3Srea0uzk55zFn,,,,trackdone,backbtn,False,True,False,1674940870,False
2023-01-28T21:22:34Z,31k4xbqhsw7unisqoe62lohjknma,ios,71610,IN,49.37.89.198,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,backbtn,unexpected-exit-while-paused,False,False,False,1674940882,False
2023-01-29T00:28:23Z,31k4xbqhsw7unisqoe62lohjknma,ios,217746,IN,49.37.89.198,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,appload,trackdone,False,False,False,1674951879,False
2023-01-29T00:28:34Z,31k4xbqhsw7unisqoe62lohjknma,ios,9285,IN,49.37.89.198,unknown,Flowers,Miley Cyrus,Flowers,spotify:track:0yLdNVWF3Srea0uzk55zFn,,,,trackdone,unexpected-exit-while-paused,False,False,False,1674952103,False
2023-01-29T07:22:21Z,31k4xbqhsw7unisqoe62lohjknma,ios,217746,IN,49.37.89.198,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,backbtn,trackdone,False,False,False,1674976717,False
2023-01-29T07:22:57Z,31k4xbqhsw7unisqoe62lohjknma,ios,3181,IN,49.37.89.198,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,trackdone,endplay,False,True,False,1674976973,False
2023-01-29T07:24:51Z,31k4xbqhsw7unisqoe62lohjknma,ios,113002,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,clickrow,unknown,False,False,False,1674976978,False
2023-01-29T07:25:04Z,31k4xbqhsw7unisqoe62lohjknma,ios,6896,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,remote,unknown,False,False,False,1674977092,False
2023-01-29T07:26:29Z,31k4xbqhsw7unisqoe62lohjknma,ios,14048,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,remote,unknown,False,False,False,1674977105,False
2023-01-29T13:51:42Z,31k4xbqhsw7unisqoe62lohjknma,ios,217746,IN,117.99.215.135,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,clickrow,endplay,False,True,False,1675000084,False
2023-01-29T13:52:27Z,31k4xbqhsw7unisqoe62lohjknma,ios,44138,IN,117.99.215.135,unknown,Flowers,Miley Cyrus,Flowers,spotify:track:0yLdNVWF3Srea0uzk55zFn,,,,trackdone,endplay,False,True,False,1675000303,False
2023-01-29T13:52:31Z,31k4xbqhsw7unisqoe62lohjknma,ios,2391,IN,117.99.215.135,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,clickrow,endplay,False,True,False,1675000348,False
2023-01-29T13:55:31Z,31k4xbqhsw7unisqoe62lohjknma,ios,179551,IN,117.99.215.135,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,clickrow,trackdone,False,False,False,1675000351,False
2023-01-29T13:58:29Z,31k4xbqhsw7unisqoe62lohjknma,ios,147847,IN,117.99.215.135,unknown,everything everywhere always,elijah woods,everything everywhere always,spotify:track:1sd2HaV5RYWN8ly7htaElN,,,,trackdone,trackdone,False,False,False,1675000561,False
2023-01-29T14:00:47Z,31k4xbqhsw7unisqoe62lohjknma,ios,138000,IN,117.99.215.135,unknown,July,Micky,July,spotify:track:036Pj6Wb0GqLKjLsN55pJg,,,,trackdone,trackdone,False,False,False,1675000710,False
2023-01-29T14:01:50Z,31k4xbqhsw7unisqoe62lohjknma,ios,23926,IN,117.99.215.135,unknown,"If I Don't Laugh, I'll Cry",Frawley,"If I Don't Laugh, I'll Cry",spotify:track:7a4YwlUER1m7rkWJjYJRAD,,,,trackdone,endplay,False,True,False,1675000848,False
2023-01-29T14:26:38Z,31k4xbqhsw7unisqoe62lohjknma,ios,217385,IN,117.99.215.135,unknown,Mujhe Pyaar Hua tha (Original Soundtrack),Kaifi Khalil,Mujhe Pyaar Hua tha (Original Soundtrack),spotify:track:3DgcF9ItisEssUDPpLwxlD,,,,clickrow,trackdone,False,False,False,1675002181,False
2023-01-29T14:29:59Z,31k4xbqhsw7unisqoe62lohjknma,ios,172408,IN,117.99.215.135,unknown,Samjho Na,Aditya Rikhari,Samjho Na,spotify:track:1d5lpW3gUyq537iuyrb9Lf,,,,trackdone,trackdone,False,False,False,1675002427,False
2023-01-29T14:31:08Z,31k4xbqhsw7unisqoe62lohjknma,ios,67999,IN,117.99.215.135,unknown,Halka Halka Suroor,Arsh Mohammed,Halka Halka Suroor,spotify:track:6NPkq2zm37C2QK8KFFCIfS,,,,trackdone,trackdone,False,False,False,1675002600,False
2023-01-29T14:39:50Z,31k4xbqhsw7unisqoe62lohjknma,ios,41293,IN,117.99.215.135,unknown,Mirza,Lost Stories,Mirza,spotify:track:2RvFPkv3vIscajlP9hvcDv,,,,trackdone,endplay,False,True,False,1675002668,False
2023-01-29T14:43:27Z,31k4xbqhsw7unisqoe62lohjknma,ios,217746,IN,117.99.215.135,unknown,Unstoppable,Sia,This Is Acting,spotify:track:2J2Z1SkXYghSajLibnQHOa,,,,clickrow,trackdone,False,False,False,1675003190,False
2023-01-29T14:47:18Z,31k4xbqhsw7unisqoe62lohjknma,ios,200454,IN,117.99.215.135,unknown,Flowers,Miley Cyrus,Flowers,spotify:track:0yLdNVWF3Srea0uzk55zFn,,,,trackdone,trackdone,False,False,False,1675003438,False
2023-01-29T14:49:47Z,31k4xbqhsw7unisqoe62lohjknma,ios,147979,IN,117.99.215.135,unknown,Queen of Kings,Alessandra,Queen of Kings,spotify:track:14LdhxElpZS0rKVV4nxtdA,,,,trackdone,trackdone,False,False,False,1675003639,False
2023-01-29T14:52:45Z,31k4xbqhsw7unisqoe62lohjknma,ios,178105,IN,117.99.215.135,unknown,Keeping Everything Inside,Sophie Pecora,Keeping Everything Inside,spotify:track:04wmRKlU8lSjmYql1mt052,,,,trackdone,trackdone,False,False,False,1675003787,False
2023-01-29T15:28:45Z,31k4xbqhsw7unisqoe62lohjknma,ios,179551,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,trackerror,trackdone,False,False,False,1675005949,False
2023-01-29T15:31:55Z,31k4xbqhsw7unisqoe62lohjknma,ios,187408,IN,49.37.89.198,unknown,Safari,Serena,Safari,spotify:track:6osKPJp6kQwZcgUqBteJFN,,,,trackdone,trackdone,False,False,False,1675006128,False
2023-01-29T15:34:10Z,31k4xbqhsw7unisqoe62lohjknma,ios,133986,IN,49.37.89.198,unknown,If You Believe,Strive to Be,A Great Work,spotify:track:1Z25zW2xBqMHVfgYAdKeqX,,,,trackdone,logout,False,False,False,1675006316,False
2023-01-30T05:53:54Z,31k4xbqhsw7unisqoe62lohjknma,ios,179551,IN,49.37.89.198,unknown,SNAP,Rosa Linn,SNAP,spotify:track:76OGwb5RA9h4FxQPT33ekc,,,,clickrow,trackdone,False,False,False,1675057856,False
2023-01-30T05:56:13Z,31k4xbqhsw7unisqoe62lohjknma,ios,107403,IN,49.37.104.225,unknown,Madelyne,gavn!,Madelyne,spotify:track:6Zl92xH7GCIf0s3y4oL9xu,,,,trackdone,unexpected-exit-while-paused,False,False,False,1675058066,False
2023-01-31T12:49:33Z,31k4xbqhsw7unisqoe62lohjknma,ios,56383,IN,49.37.104.225,unknown,Lage Nahi Man,Vismay Patel,Lage Nahi Man,spotify:track:6sdird6R3Bl7KXbCXpnPVy,,,,clickrow,logout,False,False,False,1675161552,False
2023-01-31T23:46:05Z,31k4xbqhsw7unisqoe62lohjknma,ios,11888,IN,49.37.104.225,unknown,city streets,mame.,city streets,spotify:track:2oM6SeN2jwk9vlMN9ynmm4,,,,playbtn,endplay,False,True,False,1675208753,False
2023-01-31T23:46:11Z,31k4xbqhsw7unisqoe62lohjknma,ios,4852,IN,49.37.89.198,unknown,breeze,Polaro,breeze,spotify:track:1pEvdk776K0vkWMt7mQXEA,,,,clickrow,logout,False,False,False,1675208765,False
2023-02-02T07:44:06Z,31k4xbqhsw7unisqoe62lohjknma,ios,217385,IN,49.37.89.198,unknown,Mujhe Pyaar Hua tha (Original Soundtrack),Kaifi Khalil,Mujhe Pyaar Hua tha (Original Soundtrack),spotify:track:3DgcF9ItisEssUDPpLwxlD,,,,clickrow,trackdone,False,False,False,1675323630,False
2023-02-02T07:47:15Z,31k4xbqhsw7unisqoe62lohjknma,ios,158447,IN,49.37.89.198,unknown,Alfaazo,Mitraz,Alfaazo,spotify:track:6KvXpACADAz73IPrCgXobL,,,,trackdone,trackdone,False,False,False,1675323876,False
2023-02-02T07:47:42Z,31k4xbqhsw7unisqoe62lohjknma,ios,25890,IN,49.37.89.198,unknown,Halka Halka Suroor,Arsh Mohammed,Halka Halka Suroor,spotify:track:6NPkq2zm37C2QK8KFFCIfS,,,,trackdone,unexpected-exit-while-paused,False,False,False,1675324035,False
2023-02-03T07:03:54Z,31k4xbqhsw7unisqoe62lohjknma,ios,264444,IN,49.37.89.198,unknown,Amma Puchdi,Akanksha Bhandari,Raahi,spotify:track:5DRUnUWYHCmuRNlYsWHHyp,,,,clickrow,trackdone,False,False,False,1675407570,False
2023-02-03T07:07:43Z,31k4xbqhsw7unisqoe62lohjknma,ios,198000,IN,49.37.89.198,unknown,Main Toh Chala,Vismay Patel,Main Toh Chala,spotify:track:5DWEL5TPHgaLaUUh26K1Wc,,,,trackdone,trackdone,False,False,False,1675407865,False
2023-02-03T07:11:44Z,31k4xbqhsw7unisqoe62lohjknma,ios,240914,IN,49.37.89.198,unknown,Humse Khafa,Suzonn,Humse Khafa,spotify:track:5JbvDBWAFvOnlr53Q9cD5P,,,,trackdone,trackdone,False,False,False,1675408064,False
2023-02-03T07:12:47Z,31k4xbqhsw7unisqoe62lohjknma,ios,61855,IN,49.37.89.198,unknown,Raaton Main,Anirudh Sharma,Raaton Main,spotify:track:3f43OjMp7cTWMlL5bURMk6,,,,trackdone,trackdone,False,False,False,1675408305,False
